Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (YYG, lower)","Daily new estimated infections of COVID-19 (YYG, upper)"
Kuwait,KWT,2020-02-21,0,,,,
Kuwait,KWT,2020-02-22,0,,,,
Kuwait,KWT,2020-02-23,0,,,,
Kuwait,KWT,2020-02-24,0.42857,,,,
Kuwait,KWT,2020-02-25,0.71429,,,,
Kuwait,KWT,2020-02-26,1.57143,,,,
Kuwait,KWT,2020-02-27,3.71429,,,,
Kuwait,KWT,2020-02-28,6.14286,,,,
Kuwait,KWT,2020-02-29,6.42857,,,,
Kuwait,KWT,2020-03-01,6.42857,,,,
Kuwait,KWT,2020-03-02,6.14286,,,,
Kuwait,KWT,2020-03-03,7.28571,,,,
Kuwait,KWT,2020-03-04,7.5,,,,
Kuwait,KWT,2020-03-05,6,,,,
Kuwait,KWT,2020-03-06,3,,,,
Kuwait,KWT,2020-03-07,3.25,,,,
Kuwait,KWT,2020-03-08,4,,,,
Kuwait,KWT,2020-03-09,4.5,,,,
Kuwait,KWT,2020-03-10,2.25,,,,
Kuwait,KWT,2020-03-11,2.6,,42,22,59
Kuwait,KWT,2020-03-12,2.66667,,42,22,59
Kuwait,KWT,2020-03-13,3.66667,,42,22,59
Kuwait,KWT,2020-03-14,6,,42,22,59
Kuwait,KWT,2020-03-15,6.14286,,42,22,59
Kuwait,KWT,2020-03-16,6.85714,,42,22,59
Kuwait,KWT,2020-03-17,8.28571,,42,22,59
Kuwait,KWT,2020-03-18,8.71429,,42,22,59
Kuwait,KWT,2020-03-19,10,,42,22,59
Kuwait,KWT,2020-03-20,9.71429,,123,64,177
Kuwait,KWT,2020-03-21,8.42857,,122,64,176
Kuwait,KWT,2020-03-22,10.28571,,129,68,188
Kuwait,KWT,2020-03-23,10.85714,,144,77,213
Kuwait,KWT,2020-03-24,9.42857,,176,95,261
Kuwait,KWT,2020-03-25,8.71429,,224,122,338
Kuwait,KWT,2020-03-26,7.57143,,263,144,402
Kuwait,KWT,2020-03-27,8.57143,,299,160,465
Kuwait,KWT,2020-03-28,9.42857,,343,183,544
Kuwait,KWT,2020-03-29,8.42857,,397,214,645
Kuwait,KWT,2020-03-30,9.57143,,466,253,773
Kuwait,KWT,2020-03-31,11,,541,296,913
Kuwait,KWT,2020-04-01,14,,622,339,1066
Kuwait,KWT,2020-04-02,17.42857,,712,382,1248
Kuwait,KWT,2020-04-03,19.14286,,815,432,1437
Kuwait,KWT,2020-04-04,16.71429,,934,490,1656
Kuwait,KWT,2020-04-05,34.85714,,1066,546,1887
Kuwait,KWT,2020-04-06,43,,1209,592,2154
Kuwait,KWT,2020-04-07,57,,1364,643,2440
Kuwait,KWT,2020-04-08,64.85714,,1530,703,2722
Kuwait,KWT,2020-04-09,76.85714,,1706,774,2993
Kuwait,KWT,2020-04-10,81.14286,,1888,852,3258
Kuwait,KWT,2020-04-11,93,,2071,943,3586
Kuwait,KWT,2020-04-12,96.42857,,2249,1033,3863
Kuwait,KWT,2020-04-13,96.85714,,2420,1123,4121
Kuwait,KWT,2020-04-14,90.71429,,2579,1226,4222
Kuwait,KWT,2020-04-15,87.42857,,2721,1313,4368
Kuwait,KWT,2020-04-16,78.57143,,2844,1365,4575
Kuwait,KWT,2020-04-17,87.71429,,2944,1429,4774
Kuwait,KWT,2020-04-18,95,,3021,1479,4981
Kuwait,KWT,2020-04-19,85.42857,,3074,1504,5060
Kuwait,KWT,2020-04-20,97.28571,,3105,1544,5182
Kuwait,KWT,2020-04-21,99.28571,,3115,1548,5133
Kuwait,KWT,2020-04-22,103.57143,,3108,1560,5115
Kuwait,KWT,2020-04-23,120.42857,,3085,1567,5047
Kuwait,KWT,2020-04-24,125,,3051,1562,5018
Kuwait,KWT,2020-04-25,136.57143,,3007,1567,4924
Kuwait,KWT,2020-04-26,162.85714,,2957,1566,4761
Kuwait,KWT,2020-04-27,165.71429,,2903,1540,4606
Kuwait,KWT,2020-04-28,184.71429,,2845,1527,4412
Kuwait,KWT,2020-04-29,194.28571,,2785,1504,4312
Kuwait,KWT,2020-04-30,213.14286,,2725,1492,4211
Kuwait,KWT,2020-05-01,232.14286,,2664,1475,4032
Kuwait,KWT,2020-05-02,251.85714,,2603,1462,3900
Kuwait,KWT,2020-05-03,246.71429,,2544,1440,3732
Kuwait,KWT,2020-05-04,272.57143,,2484,1410,3617
Kuwait,KWT,2020-05-05,284.28571,,2426,1395,3528
Kuwait,KWT,2020-05-06,337.71429,,2370,1383,3440
Kuwait,KWT,2020-05-07,364.14286,,2314,1366,3372
Kuwait,KWT,2020-05-08,363.28571,,2260,1321,3294
Kuwait,KWT,2020-05-09,404.42857,,2207,1292,3209
Kuwait,KWT,2020-05-10,429.14286,,2155,1244,3149
Kuwait,KWT,2020-05-11,529.28571,,2105,1226,3081
Kuwait,KWT,2020-05-12,572.57143,,2056,1190,3012
Kuwait,KWT,2020-05-13,639,,2009,1156,2939
Kuwait,KWT,2020-05-14,677,,1963,1121,2870
Kuwait,KWT,2020-05-15,772.57143,,1917,1074,2804
Kuwait,KWT,2020-05-16,807.42857,,1874,1038,2752
Kuwait,KWT,2020-05-17,882.71429,,1831,1006,2702
Kuwait,KWT,2020-05-18,880.28571,,1789,969,2666
Kuwait,KWT,2020-05-19,915,,1749,933,2602
Kuwait,KWT,2020-05-20,926.71429,,1710,894,2581
Kuwait,KWT,2020-05-21,934.28571,,1671,856,2550
Kuwait,KWT,2020-05-22,947.71429,,1634,835,2544
Kuwait,KWT,2020-05-23,957.71429,,1598,800,2518
Kuwait,KWT,2020-05-24,951.71429,,1563,771,2491
Kuwait,KWT,2020-05-25,921.71429,,1528,743,2470
Kuwait,KWT,2020-05-26,896.57143,,1495,716,2433
Kuwait,KWT,2020-05-27,830.14286,,1462,684,2401
Kuwait,KWT,2020-05-28,814.14286,,1430,651,2370
Kuwait,KWT,2020-05-29,786.14286,,1399,620,2356
Kuwait,KWT,2020-05-30,802.85714,,1369,590,2339
Kuwait,KWT,2020-05-31,818.28571,,1339,564,2332
Kuwait,KWT,2020-06-01,820.14286,,1311,538,2325
Kuwait,KWT,2020-06-02,827.85714,,1283,509,2308
Kuwait,KWT,2020-06-03,867.71429,,1256,483,2276
Kuwait,KWT,2020-06-04,870.28571,,1229,462,2249
Kuwait,KWT,2020-06-05,829.85714,,1204,442,2238
Kuwait,KWT,2020-06-06,780,,1178,422,2216
Kuwait,KWT,2020-06-07,705.57143,,1154,403,2197
Kuwait,KWT,2020-06-08,686.42857,,1131,384,2172
Kuwait,KWT,2020-06-09,678.28571,,1108,366,2150
Kuwait,KWT,2020-06-10,641.57143,,1086,351,2130
Kuwait,KWT,2020-06-11,637.71429,,1065,338,2123
Kuwait,KWT,2020-06-12,644.42857,,1046,326,2113
Kuwait,KWT,2020-06-13,615.42857,,1027,318,2103
Kuwait,KWT,2020-06-14,619.28571,,1010,306,2093
Kuwait,KWT,2020-06-15,581.71429,,994,294,2081
Kuwait,KWT,2020-06-16,560.14286,,980,288,2067
Kuwait,KWT,2020-06-17,545.42857,,967,284,2057
Kuwait,KWT,2020-06-18,530,,956,284,2039
Kuwait,KWT,2020-06-19,520.28571,,947,289,2027
Kuwait,KWT,2020-06-20,532.28571,,939,286,2019
Kuwait,KWT,2020-06-21,525.57143,,934,279,2000
Kuwait,KWT,2020-06-22,532.85714,,930,275,1960
Kuwait,KWT,2020-06-23,551.42857,,928,274,1922
Kuwait,KWT,2020-06-24,582.14286,,928,279,1892
Kuwait,KWT,2020-06-25,620.85714,,930,277,1876
Kuwait,KWT,2020-06-26,673.42857,,934,279,1869
Kuwait,KWT,2020-06-27,717.85714,,939,288,1847
Kuwait,KWT,2020-06-28,749.42857,,945,291,1801
Kuwait,KWT,2020-06-29,756,,954,297,1800
Kuwait,KWT,2020-06-30,747.57143,,963,302,1763
Kuwait,KWT,2020-07-01,737.42857,,974,310,1770
Kuwait,KWT,2020-07-02,723,,986,319,1772
Kuwait,KWT,2020-07-03,724.42857,,998,329,1793
Kuwait,KWT,2020-07-04,709.85714,,1012,340,1815
Kuwait,KWT,2020-07-05,701.71429,,1027,353,1822
Kuwait,KWT,2020-07-06,714.14286,,1042,366,1838
Kuwait,KWT,2020-07-07,731.42857,,1058,383,1863
Kuwait,KWT,2020-07-08,721.42857,,1075,403,1881
Kuwait,KWT,2020-07-09,723.85714,,1093,424,1896
Kuwait,KWT,2020-07-10,711.57143,,1111,445,1897
Kuwait,KWT,2020-07-11,701.14286,,1130,461,1925
Kuwait,KWT,2020-07-12,679.28571,,1150,476,1982
Kuwait,KWT,2020-07-13,707.57143,,1170,498,2023
Kuwait,KWT,2020-07-14,694.85714,,1191,517,2084
Kuwait,KWT,2020-07-15,704.14286,,1213,530,2128
Kuwait,KWT,2020-07-16,695.71429,,1235,544,2186
Kuwait,KWT,2020-07-17,689.71429,,1257,557,2219
Kuwait,KWT,2020-07-18,663,,1280,558,2263
Kuwait,KWT,2020-07-19,692.28571,,1303,560,2291
Kuwait,KWT,2020-07-20,615.71429,,1325,554,2327
Kuwait,KWT,2020-07-21,607.85714,,1348,573,2366
Kuwait,KWT,2020-07-22,608.57143,,1369,585,2424
Kuwait,KWT,2020-07-23,615.42857,,1390,601,2449
Kuwait,KWT,2020-07-24,600.57143,,1409,614,2474
Kuwait,KWT,2020-07-25,629.14286,,1427,635,2532
Kuwait,KWT,2020-07-26,629.28571,,1445,656,2576
Kuwait,KWT,2020-07-27,652.71429,,1460,672,2614
Kuwait,KWT,2020-07-28,659.42857,,1475,682,2622
Kuwait,KWT,2020-07-29,673.57143,,1488,689,2646
Kuwait,KWT,2020-07-30,674,,1500,696,2657
Kuwait,KWT,2020-07-31,665.28571,,1510,704,2668
Kuwait,KWT,2020-08-01,618.85714,,1519,690,2697
Kuwait,KWT,2020-08-02,591.28571,,1527,683,2737
Kuwait,KWT,2020-08-03,591.14286,,1533,675,2744
Kuwait,KWT,2020-08-04,560,,1538,664,2739
Kuwait,KWT,2020-08-05,517.85714,,1542,669,2705
Kuwait,KWT,2020-08-06,503.14286,,1545,659,2704
Kuwait,KWT,2020-08-07,502.28571,,1548,642,2699
Kuwait,KWT,2020-08-08,538.57143,,1549,626,2665
Kuwait,KWT,2020-08-09,535.85714,,1549,610,2646
Kuwait,KWT,2020-08-10,543.14286,,1548,604,2680
Kuwait,KWT,2020-08-11,585.85714,,1547,590,2711
Kuwait,KWT,2020-08-12,613.42857,,1544,573,2696
Kuwait,KWT,2020-08-13,622.85714,,1541,559,2693
Kuwait,KWT,2020-08-14,634.42857,,1537,547,2695
Kuwait,KWT,2020-08-15,636.85714,,1531,536,2687
Kuwait,KWT,2020-08-16,642.57143,,1526,523,2682
Kuwait,KWT,2020-08-17,641.71429,,1519,510,2669
Kuwait,KWT,2020-08-18,632.42857,,1511,498,2671
Kuwait,KWT,2020-08-19,628.85714,,1504,486,2672
Kuwait,KWT,2020-08-20,622.85714,,1495,474,2653
Kuwait,KWT,2020-08-21,611.57143,,1487,463,2634
Kuwait,KWT,2020-08-22,583.42857,,1478,451,2656
Kuwait,KWT,2020-08-23,608.57143,,1469,438,2669
Kuwait,KWT,2020-08-24,617.57143,,1461,428,2693
Kuwait,KWT,2020-08-25,590.42857,,1453,416,2702
Kuwait,KWT,2020-08-26,586.14286,,1446,404,2713
Kuwait,KWT,2020-08-27,589.42857,,1438,393,2719
Kuwait,KWT,2020-08-28,596.85714,,1431,382,2747
Kuwait,KWT,2020-08-29,615.57143,,1424,373,2786
Kuwait,KWT,2020-08-30,609.57143,,1418,365,2824
Kuwait,KWT,2020-08-31,586.85714,,1412,357,2839
Kuwait,KWT,2020-09-01,592.71429,,1407,349,2869
Kuwait,KWT,2020-09-02,605.42857,,1402,342,2894
Kuwait,KWT,2020-09-03,601,,1397,334,2920
Kuwait,KWT,2020-09-04,633.28571,,1393,326,2941
Kuwait,KWT,2020-09-05,666.42857,,1390,319,2984
Kuwait,KWT,2020-09-06,677,,1386,311,3026
Kuwait,KWT,2020-09-07,706.57143,,1383,304,3082
Kuwait,KWT,2020-09-08,754,,1381,295,3122
Kuwait,KWT,2020-09-09,776.14286,,1379,288,3118
Kuwait,KWT,2020-09-10,800.57143,,1378,280,3138
Kuwait,KWT,2020-09-11,777.71429,,1377,273,3148
Kuwait,KWT,2020-09-12,747.42857,,1377,268,3152
Kuwait,KWT,2020-09-13,749.71429,,1377,263,3142
Kuwait,KWT,2020-09-14,740.28571,,1377,257,3167
Kuwait,KWT,2020-09-15,726.42857,,1378,252,3235
Kuwait,KWT,2020-09-16,722.42857,,1380,246,3311
Kuwait,KWT,2020-09-17,702.42857,,1382,242,3367
Kuwait,KWT,2020-09-18,714.57143,,1385,238,3432
Kuwait,KWT,2020-09-19,721.85714,,1388,234,3500
Kuwait,KWT,2020-09-20,691.14286,,1392,229,3567
Kuwait,KWT,2020-09-21,667.14286,,1396,223,3650
Kuwait,KWT,2020-09-22,641.71429,,1401,217,3750
Kuwait,KWT,2020-09-23,626,,1407,212,3893
Kuwait,KWT,2020-09-24,614.28571,,1413,208,3915
Kuwait,KWT,2020-09-25,575.28571,,1420,203,3991
Kuwait,KWT,2020-09-26,559,,1428,199,4068
Kuwait,KWT,2020-09-27,592.85714,,1436,195,4394
Kuwait,KWT,2020-09-28,587.14286,,1445,193,4522
Kuwait,KWT,2020-09-29,573.85714,,1455,192,4655
Kuwait,KWT,2020-09-30,555,,1465,190,4796
Kuwait,KWT,2020-10-01,554.71429,,1477,187,4943
Kuwait,KWT,2020-10-02,546.42857,,1489,186,5098
Kuwait,KWT,2020-10-03,520.85714,,1503,183,5329
Kuwait,KWT,2020-10-04,465.57143,,1517,180,5520
Kuwait,KWT,2020-10-05,497.28571,,,,
Kuwait,KWT,2020-10-06,515.85714,,,,
Kuwait,KWT,2020-10-07,528.57143,,,,
Kuwait,KWT,2020-10-08,508.71429,,,,
Kuwait,KWT,2020-10-09,537.85714,,,,
Kuwait,KWT,2020-10-10,569.85714,,,,
Kuwait,KWT,2020-10-11,587.14286,,,,
Kuwait,KWT,2020-10-12,584.42857,,,,
Kuwait,KWT,2020-10-13,614.42857,,,,
Kuwait,KWT,2020-10-14,638.42857,,,,
Kuwait,KWT,2020-10-15,646.57143,,,,
Kuwait,KWT,2020-10-16,653.42857,,,,
Kuwait,KWT,2020-10-17,666.85714,,,,
Kuwait,KWT,2020-10-18,702.14286,,,,
Kuwait,KWT,2020-10-19,718.57143,,,,
Kuwait,KWT,2020-10-20,705.57143,,,,
Kuwait,KWT,2020-10-21,711.57143,,,,
Kuwait,KWT,2020-10-22,751.71429,,,,
Kuwait,KWT,2020-10-23,772.14286,,,,
Kuwait,KWT,2020-10-24,784,,,,
Kuwait,KWT,2020-10-25,777.71429,,,,
Kuwait,KWT,2020-10-26,784.14286,,,,
Kuwait,KWT,2020-10-27,783.57143,,,,
Kuwait,KWT,2020-10-28,767.71429,,,,
Kuwait,KWT,2020-10-29,767.85714,,,,
Kuwait,KWT,2020-10-30,749.42857,,,,
Kuwait,KWT,2020-10-31,729.28571,,,,
Kuwait,KWT,2020-11-01,714.14286,,,,
Kuwait,KWT,2020-11-02,699.85714,,,,
Kuwait,KWT,2020-11-03,710.85714,,,,
Kuwait,KWT,2020-11-04,712.57143,,,,
Kuwait,KWT,2020-11-05,705.28571,,,,
Kuwait,KWT,2020-11-06,710.28571,,,,
Kuwait,KWT,2020-11-07,732.28571,,,,
Kuwait,KWT,2020-11-08,754.14286,,,,
Kuwait,KWT,2020-11-09,744.14286,,,,
Kuwait,KWT,2020-11-10,740.71429,,,,
Kuwait,KWT,2020-11-11,757.28571,,,,
Kyrgyzstan,KGZ,2020-03-21,2,,,,
Kyrgyzstan,KGZ,2020-03-22,3.5,,,,
Kyrgyzstan,KGZ,2020-03-23,2.8,,,,
Kyrgyzstan,KGZ,2020-03-24,2.66667,,,,
Kyrgyzstan,KGZ,2020-03-25,6,,,,
Kyrgyzstan,KGZ,2020-03-26,5.85714,,,,
Kyrgyzstan,KGZ,2020-03-27,5.42857,,,,
Kyrgyzstan,KGZ,2020-03-28,7.42857,,,,
Kyrgyzstan,KGZ,2020-03-29,10,,,,
Kyrgyzstan,KGZ,2020-03-30,10,,,,
Kyrgyzstan,KGZ,2020-03-31,9.71429,,,,
Kyrgyzstan,KGZ,2020-04-01,9.28571,,,,
Kyrgyzstan,KGZ,2020-04-02,9.71429,,,,
Kyrgyzstan,KGZ,2020-04-03,11.57143,,,,
Kyrgyzstan,KGZ,2020-04-04,12.28571,,,,
Kyrgyzstan,KGZ,2020-04-05,8.57143,,,,
Kyrgyzstan,KGZ,2020-04-06,18.85714,,,,
Kyrgyzstan,KGZ,2020-04-07,20.57143,,,,
Kyrgyzstan,KGZ,2020-04-08,23.28571,,,,
Kyrgyzstan,KGZ,2020-04-09,24,,,,
Kyrgyzstan,KGZ,2020-04-10,24.71429,,,,
Kyrgyzstan,KGZ,2020-04-11,27.85714,,,,
Kyrgyzstan,KGZ,2020-04-12,33.28571,,,,
Kyrgyzstan,KGZ,2020-04-13,29,,,,
Kyrgyzstan,KGZ,2020-04-14,28.85714,,,,
Kyrgyzstan,KGZ,2020-04-15,25.57143,,,,
Kyrgyzstan,KGZ,2020-04-16,26.57143,,,,
Kyrgyzstan,KGZ,2020-04-17,27.28571,,,,
Kyrgyzstan,KGZ,2020-04-18,23.85714,,,,
Kyrgyzstan,KGZ,2020-04-19,25.28571,,,,
Kyrgyzstan,KGZ,2020-04-20,21.28571,,,,
Kyrgyzstan,KGZ,2020-04-21,22.85714,,,,
Kyrgyzstan,KGZ,2020-04-22,23.28571,,,,
Kyrgyzstan,KGZ,2020-04-23,23.57143,,,,
Kyrgyzstan,KGZ,2020-04-24,23.85714,,,,
Kyrgyzstan,KGZ,2020-04-25,22.71429,,,,
Kyrgyzstan,KGZ,2020-04-26,18.28571,,,,
Kyrgyzstan,KGZ,2020-04-27,18.14286,,,,
Kyrgyzstan,KGZ,2020-04-28,16.85714,,,,
Kyrgyzstan,KGZ,2020-04-29,16.71429,,,,
Kyrgyzstan,KGZ,2020-04-30,16.42857,,,,
Kyrgyzstan,KGZ,2020-05-01,12.85714,,,,
Kyrgyzstan,KGZ,2020-05-02,14.85714,,,,
Kyrgyzstan,KGZ,2020-05-03,16.14286,,,,
Kyrgyzstan,KGZ,2020-05-04,19.28571,,,,
Kyrgyzstan,KGZ,2020-05-05,19.28571,,,,
Kyrgyzstan,KGZ,2020-05-06,20.28571,,,,
Kyrgyzstan,KGZ,2020-05-07,21.28571,,,,
Kyrgyzstan,KGZ,2020-05-08,22.85714,,,,
Kyrgyzstan,KGZ,2020-05-09,23.14286,,,,
Kyrgyzstan,KGZ,2020-05-10,29.57143,,,,
Kyrgyzstan,KGZ,2020-05-11,26.57143,,,,
Kyrgyzstan,KGZ,2020-05-12,27.71429,,,,
Kyrgyzstan,KGZ,2020-05-13,24.71429,,,,
Kyrgyzstan,KGZ,2020-05-14,26.71429,,,,
Kyrgyzstan,KGZ,2020-05-15,29.28571,,,,
Kyrgyzstan,KGZ,2020-05-16,26.57143,,,,
Kyrgyzstan,KGZ,2020-05-17,19.42857,,,,
Kyrgyzstan,KGZ,2020-05-18,28.57143,,,,
Kyrgyzstan,KGZ,2020-05-19,29.42857,,,,
Kyrgyzstan,KGZ,2020-05-20,32.28571,,,,
Kyrgyzstan,KGZ,2020-05-21,33,,,,
Kyrgyzstan,KGZ,2020-05-22,34.14286,,,,
Kyrgyzstan,KGZ,2020-05-23,35.28571,,,,
Kyrgyzstan,KGZ,2020-05-24,37.85714,,,,
Kyrgyzstan,KGZ,2020-05-25,31,,,,
Kyrgyzstan,KGZ,2020-05-26,32.14286,,,,
Kyrgyzstan,KGZ,2020-05-27,35.71429,,,,
Kyrgyzstan,KGZ,2020-05-28,40.14286,,,,
Kyrgyzstan,KGZ,2020-05-29,44.57143,,,,
Kyrgyzstan,KGZ,2020-05-30,51.14286,,,,
Kyrgyzstan,KGZ,2020-05-31,49.28571,,,,
Kyrgyzstan,KGZ,2020-06-01,54.85714,,,,
Kyrgyzstan,KGZ,2020-06-02,53.85714,,,,
Kyrgyzstan,KGZ,2020-06-03,50.14286,,,,
Kyrgyzstan,KGZ,2020-06-04,43.57143,,,,
Kyrgyzstan,KGZ,2020-06-05,39.14286,,,,
Kyrgyzstan,KGZ,2020-06-06,36,,,,
Kyrgyzstan,KGZ,2020-06-07,37,,,,
Kyrgyzstan,KGZ,2020-06-08,30.71429,,,,
Kyrgyzstan,KGZ,2020-06-09,30,,,,
Kyrgyzstan,KGZ,2020-06-10,31.71429,,,,
Kyrgyzstan,KGZ,2020-06-11,32.85714,,,,
Kyrgyzstan,KGZ,2020-06-12,32.85714,,,,
Kyrgyzstan,KGZ,2020-06-13,33.28571,,,,
Kyrgyzstan,KGZ,2020-06-14,39.71429,,,,
Kyrgyzstan,KGZ,2020-06-15,48.57143,,,,
Kyrgyzstan,KGZ,2020-06-16,59.57143,,,,
Kyrgyzstan,KGZ,2020-06-17,67,,,,
Kyrgyzstan,KGZ,2020-06-18,75.42857,,,,
Kyrgyzstan,KGZ,2020-06-19,89,,,,
Kyrgyzstan,KGZ,2020-06-20,110.57143,,,,
Kyrgyzstan,KGZ,2020-06-21,123.71429,,,,
Kyrgyzstan,KGZ,2020-06-22,140.57143,,,,
Kyrgyzstan,KGZ,2020-06-23,149.57143,,,,
Kyrgyzstan,KGZ,2020-06-24,166.28571,,,,
Kyrgyzstan,KGZ,2020-06-25,185.28571,,,,
Kyrgyzstan,KGZ,2020-06-26,202.14286,,,,
Kyrgyzstan,KGZ,2020-06-27,218.85714,,,,
Kyrgyzstan,KGZ,2020-06-28,228.14286,,,,
Kyrgyzstan,KGZ,2020-06-29,237.28571,,,,
Kyrgyzstan,KGZ,2020-06-30,253.85714,,,,
Kyrgyzstan,KGZ,2020-07-01,287,,,,
Kyrgyzstan,KGZ,2020-07-02,254.42857,,,,
Kyrgyzstan,KGZ,2020-07-03,366.14286,,,,
Kyrgyzstan,KGZ,2020-07-04,368.71429,,,,
Kyrgyzstan,KGZ,2020-07-05,375.57143,,,,
Kyrgyzstan,KGZ,2020-07-06,382,,,,
Kyrgyzstan,KGZ,2020-07-07,406.42857,,,,
Kyrgyzstan,KGZ,2020-07-08,393,,,,
Kyrgyzstan,KGZ,2020-07-09,444.57143,,,,
Kyrgyzstan,KGZ,2020-07-10,370.14286,,,,
Kyrgyzstan,KGZ,2020-07-11,402.28571,,,,
Kyrgyzstan,KGZ,2020-07-12,464.57143,,,,
Kyrgyzstan,KGZ,2020-07-13,489.42857,,,,
Kyrgyzstan,KGZ,2020-07-14,485.28571,,,,
Kyrgyzstan,KGZ,2020-07-15,498.71429,,,,
Kyrgyzstan,KGZ,2020-07-16,521.57143,,,,
Kyrgyzstan,KGZ,2020-07-17,534.71429,,,,
Kyrgyzstan,KGZ,2020-07-18,2099.42857,,,,
Kyrgyzstan,KGZ,2020-07-19,2271.85714,,,,
Kyrgyzstan,KGZ,2020-07-20,2289.42857,,,,
Kyrgyzstan,KGZ,2020-07-21,2387.57143,,,,
Kyrgyzstan,KGZ,2020-07-22,2483.14286,,,,
Kyrgyzstan,KGZ,2020-07-23,2546.85714,,,,
Kyrgyzstan,KGZ,2020-07-24,2592.28571,,,,
Kyrgyzstan,KGZ,2020-07-25,994,,,,
Kyrgyzstan,KGZ,2020-07-26,897.28571,,,,
Kyrgyzstan,KGZ,2020-07-27,879,,,,
Kyrgyzstan,KGZ,2020-07-28,799,,,,
Kyrgyzstan,KGZ,2020-07-29,747.57143,,,,
Kyrgyzstan,KGZ,2020-07-30,699.57143,,,,
Kyrgyzstan,KGZ,2020-07-31,651.14286,,,,
Kyrgyzstan,KGZ,2020-08-01,676.42857,,,,
Kyrgyzstan,KGZ,2020-08-02,558,,,,
Kyrgyzstan,KGZ,2020-08-03,547.57143,,,,
Kyrgyzstan,KGZ,2020-08-04,528.14286,,,,
Kyrgyzstan,KGZ,2020-08-05,502.57143,,,,
Kyrgyzstan,KGZ,2020-08-06,490.85714,,,,
Kyrgyzstan,KGZ,2020-08-07,479.57143,,,,
Kyrgyzstan,KGZ,2020-08-08,469.71429,,,,
Kyrgyzstan,KGZ,2020-08-09,457.14286,,,,
Kyrgyzstan,KGZ,2020-08-10,435.42857,,,,
Kyrgyzstan,KGZ,2020-08-11,416.28571,,,,
Kyrgyzstan,KGZ,2020-08-12,378.42857,,,,
Kyrgyzstan,KGZ,2020-08-13,300,,,,
Kyrgyzstan,KGZ,2020-08-14,272.42857,,,,
Kyrgyzstan,KGZ,2020-08-15,255.14286,,,,
Kyrgyzstan,KGZ,2020-08-16,276.71429,,,,
Kyrgyzstan,KGZ,2020-08-17,259.14286,,,,
Kyrgyzstan,KGZ,2020-08-18,241.57143,,,,
Kyrgyzstan,KGZ,2020-08-19,198.14286,,,,
Kyrgyzstan,KGZ,2020-08-20,223.71429,,,,
Kyrgyzstan,KGZ,2020-08-21,233.42857,,,,
Kyrgyzstan,KGZ,2020-08-22,190,,,,
Kyrgyzstan,KGZ,2020-08-23,147.57143,,,,
Kyrgyzstan,KGZ,2020-08-24,162.14286,,,,
Kyrgyzstan,KGZ,2020-08-25,157,,,,
Kyrgyzstan,KGZ,2020-08-26,173.14286,,,,
Kyrgyzstan,KGZ,2020-08-27,162,,,,
Kyrgyzstan,KGZ,2020-08-28,126.28571,,,,
Kyrgyzstan,KGZ,2020-08-29,144.14286,,,,
Kyrgyzstan,KGZ,2020-08-30,133,,,,
Kyrgyzstan,KGZ,2020-08-31,110.28571,,,,
Kyrgyzstan,KGZ,2020-09-01,101.85714,,,,
Kyrgyzstan,KGZ,2020-09-02,96.85714,,,,
Kyrgyzstan,KGZ,2020-09-03,96.57143,,,,
Kyrgyzstan,KGZ,2020-09-04,91.42857,,,,
Kyrgyzstan,KGZ,2020-09-05,86.28571,,,,
Kyrgyzstan,KGZ,2020-09-06,83.28571,,,,
Kyrgyzstan,KGZ,2020-09-07,79,,,,
Kyrgyzstan,KGZ,2020-09-08,81.14286,,,,
Kyrgyzstan,KGZ,2020-09-09,82.42857,,,,
Kyrgyzstan,KGZ,2020-09-10,78.42857,,,,
Kyrgyzstan,KGZ,2020-09-11,65.28571,,,,
Kyrgyzstan,KGZ,2020-09-12,73.14286,,,,
Kyrgyzstan,KGZ,2020-09-13,68.28571,,,,
Kyrgyzstan,KGZ,2020-09-14,68.14286,,,,
Kyrgyzstan,KGZ,2020-09-15,57.42857,,,,
Kyrgyzstan,KGZ,2020-09-16,65.57143,,,,
Kyrgyzstan,KGZ,2020-09-17,67,,,,
Kyrgyzstan,KGZ,2020-09-18,80,,,,
Kyrgyzstan,KGZ,2020-09-19,72.42857,,,,
Kyrgyzstan,KGZ,2020-09-20,76.42857,,,,
Kyrgyzstan,KGZ,2020-09-21,77.57143,,,,
Kyrgyzstan,KGZ,2020-09-22,87.71429,,,,
Kyrgyzstan,KGZ,2020-09-23,79.71429,,,,
Kyrgyzstan,KGZ,2020-09-24,86.28571,,,,
Kyrgyzstan,KGZ,2020-09-25,98.28571,,,,
Kyrgyzstan,KGZ,2020-09-26,107.85714,,,,
Kyrgyzstan,KGZ,2020-09-27,119.28571,,,,
Kyrgyzstan,KGZ,2020-09-28,126.28571,,,,
Kyrgyzstan,KGZ,2020-09-29,140,,,,
Kyrgyzstan,KGZ,2020-09-30,148.42857,,,,
Kyrgyzstan,KGZ,2020-10-01,154.85714,,,,
Kyrgyzstan,KGZ,2020-10-02,160.57143,,,,
Kyrgyzstan,KGZ,2020-10-03,156.28571,,,,
